CaseStudy,Reference,Scenario,fci_class,tci_class,fixed_op_class,total_op_class,annual_op_class,elect_intens_class,catchem_class,other_class,wr_const_class,Unit,Type,UnitName,ToUnitName,FromPort,Parameter
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,smp","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,5_mgd,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_2,uf_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,uf_feed_pump,ultra_filtration,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"hydrochloric_acid_addition_2,smp","outlet,waste",{'unit_process_name': 'ultra_filtration'}
san_luis,nawi,5_mgd,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,{'dose': 10}
san_luis,nawi,5_mgd,,,,,,,5,,,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,{'dose': 0.01}
san_luis,nawi,5_mgd,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,"lp_transfer_pump,lp_transfer_pump_2","outlet,outlet","{'dose': 5,'split_fraction': [0.5, 0.5]}"
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_1,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,5_mgd,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_1,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_2,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,5_mgd,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_2,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,use,agriculture,,,{'unit_process_name': 'passthrough'}
san_luis,nawi,5_mgd,,,,,,,5,,,basic_unit,waste,smp,,,{'unit_process_name': 'smp'}
,,,,,,,,,,,,,,,,,
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,dwi,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,dwi,,,,,,,5,,,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,dwi,,,,,,,5,,,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,dwi,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,"{'chemical_name': ['Hydrochloric_Acid_(HCl)'], 'dose': 10}"
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,deep_well_injection","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,dwi,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_2,uf_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,uf_feed_pump,ultra_filtration,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"hydrochloric_acid_addition_2,deep_well_injection","outlet,waste",{'unit_process_name': 'ultra_filtration'}
san_luis,nawi,dwi,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,"{'chemical_name': ['Hydrochloric_Acid_(HCl)'], 'dose': 10}"
san_luis,nawi,dwi,,,,,,,5,,,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,"{'chemical_name': ['Sodium_Bisullfite_NaHSO3'], 'dose': 0.01}"
san_luis,nawi,dwi,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,"lp_transfer_pump,lp_transfer_pump_2","outlet,outlet","{'dose': 5,'split_fraction': [0.5, 0.5]}"
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_1,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,dwi,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_1,"agriculture,deep_well_injection","outlet,waste",{'erd': 'no'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_2,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,dwi,3,3,,,,3,5,,,reverse_osmosis,treatment,reverse_osmosis_2,"agriculture,deep_well_injection","outlet,waste",{'erd': 'no'}
san_luis,nawi,dwi,,,,,,,5,,,basic_unit,use,agriculture,,,{'unit_process_name': 'agriculture'}
san_luis,nawi,dwi,4.5,4.5,,,,,5,,,deep_well_injection,waste,deep_well_injection,,,"{'incl_piping': False, 'pipe_distance': 22}"
,,,,,,,,,,,,,,,,,
what-if: Boron Treatment at demonstration scale and 1.5 MGD (0.0657 m3/s) scale. Bioreactor > Ultrafiltration > SWRO > pH adjustment > BWRO,,,,,,,,,,,,,,,,,
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,"{'chemical_name': ['Hydrochloric_Acid_(HCl)'], 'dose': 10}"
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,smp","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_2,uf_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,uf_feed_pump,ultra_filtration,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,ultra_filtration,"hydrochloric_acid_addition_2,smp","outlet,waste",{'unit_process_name': 'ultra_filtration'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,"{'chemical_name': ['Hydrochloric_Acid_(HCl)'], 'dose': 10}"
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,"{'chemical_name': ['Sodium_Bisullfite_NaHSO3'], 'dose': 0.01}"
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,lp_transfer_pump,outlet,{'dose': 5}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_a,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,reverse_osmosis,treatment,reverse_osmosis_a,"agriculture,ph_adjustment","outlet,waste",{'erd': 'no'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,ph_adjustment,lp_transfer_pump_2,outlet,{'unit_process_name': 'passthrough'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_b,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,reverse_osmosis,treatment,reverse_osmosis_b,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,use,agriculture,,,{'unit_process_name': 'agriculture'}
san_luis,nawi,stage_1p5mgd,,,,,,,5,,,basic_unit,waste,smp,,,{'unit_process_name': 'smp'}
,,,,,,,,,,,,,,,,,
what-if: Boron Treatment at demonstration scale and 1.5 MGD (0.0657 m3/s) scale. Bioreactor > Nanofiltration > SWRO > pH adjustment > BWRO,,,,,,,,,,,,,,,,,
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,{'dose': 10}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,clarifier_2,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,filter_press,"sodium_hypochlorite_2,smp","outlet,waste",{'unit_process_name': 'microscreen_filtration'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_2,nano_feed_pump,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 9.5}"
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,nano_feed_pump,nano_filtration,outlet,{'unit_process_name': 'uf_feed_pump'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,nano_filtration,"hydrochloric_acid_addition_2,smp","outlet,waste",{'unit_process_name': 'nano_filtration'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_2,sodium_bisulfite_addition,outlet,{'dose': 10}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,sodium_bisulfite_addition,treatment,sodium_bisulfite_addition,anti_scalant_addition,outlet,{'dose': 0.01}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,anti_scalant_addition,treatment,anti_scalant_addition,lp_transfer_pump,outlet,{'dose': 5}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump,reverse_osmosis_a,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,reverse_osmosis,treatment,reverse_osmosis_a,"agriculture,ph_adjustment","outlet,waste",{'erd': 'no'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,ph_adjustment,lp_transfer_pump_2,outlet,{'unit_process_name': 'passthrough'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,treatment,lp_transfer_pump_2,reverse_osmosis_b,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,reverse_osmosis,treatment,reverse_osmosis_b,"agriculture,smp","outlet,waste",{'erd': 'no'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,use,agriculture,,,{'unit_process_name': 'agriculture'}
san_luis,nawi,stage_1p5mgd_nano,,,,,,,5,,,basic_unit,waste,smp,,,{'unit_process_name': 'smp'}
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
what-if: Boron Treatment at demonstration scale and 1.5 MGD (0.0657 m3/s) scale. Bioreactor > EDR  > SWRO > pH adjustment > BWRO,,,,,,,,,,,,,,,,,
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,intake,feed_water_tank,drainage_sump_pump1,outlet,"{'water_type':['irrigation_and_drainage'], 'unit_process_name': 'feed_water_tank'}"
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump1,drainage_sump_pump2,outlet,{'unit_process_name': 'drainage_sump_pump1'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,drainage_sump_pump2,raw_water_pump1,outlet,{'unit_process_name': 'drainage_sump_pump2'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,raw_water_pump1,raw_water_pump2,outlet,{'unit_process_name': 'raw_water_pump1'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,raw_water_pump2,sodium_hypochlorite_1,outlet,{'unit_process_name': 'raw_water_pump2'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,chemical_addition,treatment,sodium_hypochlorite_1,molasses_addition,outlet,"{'chemical_name': 'Sodium Hypochlorite (NaOCl) (15%)', 'dose': 1}"
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,chemical_addition,treatment,molasses_addition,glycerin_addition,outlet,"{'chemical_name': 'Molasses', 'dose': 5}"
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,chemical_addition,treatment,glycerin_addition,hydrochloric_acid_addition_1,outlet,"{'chemical_name': 'Glycerin (C3H8O3)', 'dose': 4}"
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,hydrochloric_acid_addition,treatment,hydrochloric_acid_addition_1,bioreactor_feed_pump,outlet,{'dose': 10}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump,bioreactor_feed_pump_2,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,bioreactor_feed_pump_2,abmet_interstage_pump,outlet,{'unit_process_name': 'bioreactor_feed_pump'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump,abmet_interstage_pump_2,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,abmet_interstage_pump_2,abmet_intermediate_pump,outlet,{'unit_process_name': 'abmet_interstage_pump'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump,abmet_intermediate_pump_2,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,abmet_intermediate_pump_2,bioreactor,outlet,{'unit_process_name': 'abmet_intermediate_pump'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,bioreactor,"bioreactor_effluent_pump,bioreactor_bw_pump","outlet,waste",{'unit_process_name': 'bioreactor'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump,bioreactor_effluent_pump_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,bioreactor_effluent_pump_2,sodium_hypochlorite_2,outlet,{'unit_process_name': 'bioreactor_effluent_pump'}
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,bioreactor_bw_pump,"clarifier,clarifier_2","outlet,outlet","{'unit_process_name': 'bioreactor_bw_pump', 'split_fraction': [0.5, 0.5]}"
san_luis,nawi,stage_1p5mgd_edr,,,,,,,5,,,basic_unit,treatment,clarifier,"sodium_hypochlorite_2,filter_press","outlet,waste",{'unit_process_name': 'clarifier'}
